AgeNormalized,HeightNormalized,WeightNormalized,Sex,Place of birth,Name,Country,Age,Height,Weight,Gold,Silver,Bronze,Total,Sport,Event
0.442307692,0.786516854,0.296703297,M,ITA ,Luigi Mastrangelo,Italy,36,202,90,0,0,0,0,Volleyball,Men's Volleyball
0.230769231,0.584269663,0.186813187,M,ESP ,Luis Alberto Marco,Spain,25,184,70,0,0,0,0,Athletics,Men's 800m
0.153846154,0.471910112,0.296703297,M,CALI,Luis Alvarez,Mexico,21,174,90,0,0,0,0,Archery,"Men's Individual, Men's Team"
0.115384615,0.483146067,0.230769231,M,GER ,Luis Brethauer,Germany,19,175,78,0,0,0,0,Cycling - BMX,Men's BMX
0.25,0.539325843,0.247252747,M,JARA,Luis Eduardo Velez,Mexico,26,180,81,0,0,0,0,Archery,"Men's Individual, Men's Team"
0.5,0.505617978,0.131868132,M,POR ,Luis Feiteira,Portugal,39,177,60,0,0,0,0,Athletics,Men's Marathon
0.365384615,0.561797753,0.230769231,M,ESP ,Luis Felipe Meliz,Spain,32,182,78,0,0,0,0,Athletics,Men's Long Jump
0.384615385,0.426966292,0.131868132,M,COL ,Luis Fernando Lopez,Colombia,33,170,60,0,0,0,0,Athletics,Men's 20km Race Walk
0.288461538,0.606741573,0.203296703,M,ESP ,Luis Leon Sanchez Gil,Spain,28,186,73,0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
0.25,0.483146067,0.175824176,M,CHI ,Luis Mansilla,Chile,26,175,68,0,0,0,0,Cycling - Track,Men's Omnium
0.230769231,0.573033708,0.236263736,M,MEX ,Luis Rivera,Mexico,25,183,79,0,0,0,0,Athletics,Men's Long Jump
0.346153846,0.449438202,0.131868132,M,VEN ,Luis Ygnacio Liendo,Venezuela,31,172,60,0,0,0,0,Wrestling,Men's 60kg Greco-Roman
0.115384615,0.269662921,0.291208791,F,onga,Luisa Peters,Cook Islands,19,156,89,0,0,0,0,Weightlifting,Women's +75kg
0.153846154,0.460674157,0.197802198,M,SLO ,Luka Bozic,Slovenia,21,173,72,0,0,0,0,Canoe Slalom,Men's Canoe Double (C2 
0.230769231,0.651685393,0.241758242,M,CRO ,Luka Mratovic,Croatia,25,190,80,0,0,0,0,Sailing,Men's RS-X
0.230769231,0.707865169,0.296703297,M,GER ,Lukas Kampa,Germany,25,195,90,0,0,0,0,Volleyball,Men's Volleyball
0.153846154,0.741573034,0.351648352,M,CZE ,Lukas Krpalek,Czech Republic,21,198,100,0,0,0,0,Judo,Men's -100kg
0.346153846,0.606741573,0.406593407,M,CZE ,Lukas Melich,Czech Republic,31,186,110,0,0,0,0,Athletics,Men's Hammer Throw
0.288461538,0.606741573,0.461538462,M,POL ,Lukasz Banak,Poland,28,186,120,0,0,0,0,Wrestling,Men's 120kg Greco-Roman
0.192307692,0.528089888,0.197802198,M,POL ,Lukasz Klekot,Poland,23,179,72,0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
0.211538462,0.651685393,0.269230769,M,POL ,Lukasz Michalski,Poland,24,190,85,0,0,0,0,Athletics,Men's Pole Vault
0.192307692,0.696629213,0.230769231,M,POL ,Lukasz Nowak,Poland,23,194,78,0,0,0,0,Athletics,Men's 50km Race Walk
0.269230769,0.539325843,0.164835165,M,POL ,Lukasz Parszczynski,Poland,27,180,66,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.192307692,0.516853933,0.197802198,M,POL ,Lukasz Przybytek,Poland,23,178,72,0,0,0,0,Sailing,Men's 49er
0.423076923,0.640449438,0.186813187,M,TAN ,Luke Adams,Australia,35,189,70,0,0,0,0,Athletics,Men's 50km Race Walk
0.192307692,0.550561798,0.269230769,M,SWZ ,Luke Hall,Swaziland,23,181,85,0,0,0,0,Swimming,Men's 50m Freestyle
0.192307692,0.573033708,0.214285714,M,GBR ,Luke Lennon-Ford,Great Britain,23,183,75,0,0,0,0,Athletics,Men's 4 x 400m Relay
0.230769231,0.393258427,0.126373626,M,GBR ,Luke Patience,Great Britain,25,167,59,0,0,0,0,Sailing,Men's 470
0.153846154,0.808988764,0.335164835,M,INA ,Luke Smith,Australia,21,204,97,0,0,0,0,Volleyball,Men's Volleyball
0.326923077,0.449438202,0.076923077,M,RSA ,Lusapho April,South Africa,30,172,50,0,0,0,0,Athletics,Men's Marathon
0.25,0.707865169,0.417582418,M,NED ,Luuk Verbij,Netherlands,26,195,112,0,0,0,0,Judo,Men's +100kg
0.192307692,0.449438202,0.148351648,F,NZL ,Luuka Jones,New Zealand,23,172,63,0,0,0,0,Canoe Slalom,Women's Kayak (K1 
0.346153846,0.382022472,0.148351648,F,nora,Luz Mercedes Acosta Valdez,Mexico,31,166,63,0,0,0,0,Weightlifting,Women's 63kg
0.192307692,0.280898876,0.049450549,F,KEN ,Lydia Chebet Rotich,Kenya,23,157,45,0,0,0,0,Athletics,Women's 3000m Steeplechase
0.365384615,0.494382022,0.137362637,F,AUS ,Lyndal Oatley,Australia,32,176,61,0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, SANDRO BOY"
0.134615385,0.382022472,0.126373626,F,USA ,Lynette Lim,Singapore,20,166,59,0,0,0,0,Swimming,"Women's 400m Freestyle, Women's 800m Freestyle"
0.25,0.561797753,0.159340659,F,GBR ,Lynne Beattie,Great Britain,26,182,65,0,0,0,0,Volleyball,Women's Volleyball
0.173076923,0.483146067,0.131868132,F,GBR ,Lynsey Sharp,Great Britain,22,175,60,0,0,0,0,Athletics,Women's 800m
0.211538462,0.382022472,0.159340659,F,UKR ,Lyubov Shulika,Ukraine,24,166,65,0,0,0,0,Cycling - Track,"Women's Sprint, Women's Keirin, Women's Team Sprint"
0.365384615,0.483146067,0.153846154,F,RUS ,Lyudmila Kolchanova,Russian Federation,32,175,64,0,0,0,0,Athletics,Women's Long Jump
0.192307692,0.393258427,0.093406593,F,UKR ,Lyudmyla Kovalenko,Ukraine,23,167,53,0,0,0,0,Athletics,Women's 5000m
0.269230769,0.483146067,0.181318681,F,UKR ,Lyudmyla Yosypenko,Ukraine,27,175,69,0,0,0,0,Athletics,Women's Heptathlon
0.192307692,0.696629213,0.28021978,M,RUS ,Lyukman Adams,Russian Federation,23,194,87,0,0,0,0,Athletics,Men's Triple Jump
0.153846154,0.393258427,0.093406593,F,NED ,Maaike Caelers,Netherlands,21,167,53,0,0,0,0,Triathlon,Women's Triathlon
0.192307692,0.516853933,0.126373626,F,BEL ,Maaike Polspoel,Belgium,23,178,59,0,0,0,0,Cycling - Road,Women's Road Race
0.288461538,0.292134831,0.076923077,F,S,Maartje Goderie,Netherlands,28,158,50,0,0,0,0,Hockey,Women's Hockey
0.25,0.483146067,0.153846154,F,NED ,Maartje Paumen,Netherlands,26,175,64,0,0,0,0,Hockey,Women's Hockey
0.403846154,0.258426966,0.093406593,F,ARG ,Macarena Rodriguez Perez,Argentina,34,155,53,0,0,0,0,Hockey,Women's Hockey
0.057692308,0.573033708,0.186813187,M,TRI ,Machel Cedenio,Trinidad and Tobago,16,183,70,0,0,0,0,Athletics,Men's 4 x 400m Relay
0.230769231,0.460674157,0.241758242,M,POL ,Maciej Bielecki,Poland,25,173,80,0,0,0,0,Cycling - Track,Men's Team Sprint
0.269230769,0.471910112,0.159340659,M,POL ,Maciej Bodnar,Poland,27,174,65,0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
0.365384615,0.292134831,0.049450549,F,MEX ,Madai Perez,Mexico,32,158,45,0,0,0,0,Athletics,Women's Marathon
0.230769231,0.573033708,0.21978022,F,LAT ,Madara Palameika,Latvia,25,183,76,0,0,0,0,Athletics,Women's Javelin Throw
0.288461538,0.382022472,0.115384615,F,GER ,Madeleine Sandig,Germany,28,166,57,0,0,0,0,Cycling - Track,Women's Team Pursuit
0.134615385,0.359550562,0.214285714,F,uala,Madias Dodo Nzesso Ngake,Cameroon,20,164,75,0,0,0,0,Weightlifting,Women's 75kg
0.25,0.370786517,0.131868132,F,AUS ,Madonna Blyth,Australia,26,165,60,0,0,0,0,Hockey,Women's Hockey
0.192307692,0.662921348,0.258241758,M,DEN ,Mads Glaesner,Denmark,23,191,83,0,0,0,0,Swimming,"Men's 200m Freestyle, Men's 400m Freestyle, Men's 4x200m Freestyle Relay"
0.192307692,0.382022472,0.186813187,F,FRA ,Magalie Pottier,France,23,166,70,0,0,0,0,Cycling - BMX,Women's BMX
0.134615385,0.471910112,0.126373626,F,POL ,Magdalena Gorzkowska,Poland,20,174,59,0,0,0,0,Athletics,Women's 4 x 400m Relay
0.153846154,0.348314607,0.087912088,F,AUS ,Magdalena Moshi,United Republic of Tanzania,21,163,52,0,0,0,0,Swimming,Women's 100m Freestyle
0.115384615,0.483146067,0.186813187,F,USA ,Maggie Steffens,United States of America,19,175,70,0,0,0,0,Water Polo,Women's Water Polo
0.25,0.471910112,0.17032967,M,BRA ,Magno Prado Nazaret,Brazil,26,174,67,0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
0.192307692,0.539325843,0.32967033,M,RUS ,Magomed Musaev,Kyrgyzstan,23,180,96,0,0,0,0,Wrestling,Men's 96kg Freestyle
0.288461538,0.449438202,0.197802198,M,PLE ,Maher Abu Rmilah,Palestine,28,172,72,0,0,0,0,Judo,Men's -73kg
0.269230769,0.617977528,0.214285714,M,FRA ,Mahiedine Mekhissi-Benabbad,France,27,187,75,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.134615385,0.337078652,0.252747253,F,IRI ,Mahlagha Jambozorg,Islamic Republic of Iran,20,162,82,0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
0.230769231,0.258426966,0.087912088,F,JPN ,Mai Nakagawa,Japan,25,155,52,0,0,0,0,Diving,Women's 10m Platform
0.307692308,0.494382022,0.142857143,F,JPN ,Mai Yamaguchi,Japan,29,176,62,0,0,0,0,Volleyball,Women's Volleyball
0.307692308,0.325842697,0.104395604,F,ESP ,Maialen Chourraut,Spain,29,161,55,0,0,1,1,Canoe Slalom,Women's Kayak (K1 
0.423076923,0.494382022,0.197802198,F,ESP ,Maider Unda Gonzalez de Audicana,Spain,35,176,72,0,0,0,0,Wrestling,Women's 72kg Freestyle
0.192307692,0.539325843,0.302197802,M,HEIM,Maik Baier,Germany,23,180,91,0,0,0,0,Cycling - BMX,Men's BMX
0.557692308,0.606741573,0.296703297,M,GER ,Maik Eckhardt,Germany,42,186,90,0,0,0,0,Shooting,"Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions"
0.403846154,0.561797753,0.186813187,M,GER ,Maik Petzold,Germany,34,182,70,0,0,0,0,Triathlon,Men's Triathlon
0.288461538,0.382022472,0.137362637,F,GER ,Maike Stoeckel,Germany,28,166,61,0,0,0,0,Hockey,Women's Hockey
0.211538462,0.404494382,0.120879121,M,NED ,Maikel van der Vleuten,Netherlands,24,168,58,0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, VERDI"
0.134615385,0.382022472,0.120879121,F,RUS ,Maiko Gogoladze,Georgia,20,166,58,0,0,0,0,Athletics,Women's Long Jump
0.211538462,0.595505618,0.197802198,F,JPN ,Maiko Kano,Japan,24,185,72,0,0,0,0,Volleyball,Women's Volleyball
0.25,0.325842697,0.142857143,F,hkek,Maiya Maneza,Kazakhstan,26,161,62,1,0,0,1,Weightlifting,Women's 63kg
0.173076923,0.505617978,0.148351648,F,SLO ,Maja Cesar,Slovenia,22,177,63,0,0,0,0,Swimming,Women's 4x200m Freestyle Relay
0.134615385,0.404494382,0.104395604,F,ROBY,Maja Jager,Denmark,20,168,55,0,0,0,0,Archery,"Women's Individual, Women's Team"
0.365384615,0.404494382,0.104395604,F,SUI ,Maja Neuenschwander,Switzerland,32,168,55,0,0,0,0,Athletics,Women's Marathon
0.269230769,0.573033708,0.175824176,F,SRB ,Maja Ognjenovic,Serbia,27,183,68,0,0,0,0,Volleyball,Women's Volleyball
0.288461538,0.426966292,0.126373626,F,jana,Maja Tvrdy,Slovenia,28,170,59,0,0,0,0,Badminton,Women's Singles
0.288461538,0.426966292,0.093406593,F,POL ,Maja Wloszczowska,Poland,28,170,53,0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
0.230769231,0.516853933,0.175824176,M,RUS ,Maksim Dyldin,Russian Federation,25,178,68,0,0,0,0,Athletics,"Men's 400m, Men's 4 x 400m Relay"
0.269230769,0.651685393,0.241758242,M,BLR ,Maksim Lynsha,Belarus,27,190,80,0,0,0,0,Athletics,Men's 110m Hurdles
0.25,0.629213483,0.461538462,M,RUS ,Maksim Sidorov,Russian Federation,26,188,120,0,0,0,0,Athletics,Men's Shot Put
0.307692308,0.651685393,0.296703297,M,UKR ,Maksym Mazuryk,Ukraine,29,190,90,0,0,0,0,Athletics,Men's Pole Vault
0.403846154,0.595505618,0.175824176,M,UKR ,Maksym Oberemko,Ukraine,34,185,68,0,0,0,0,Sailing,Men's RS-X
0.423076923,0.393258427,0.351648352,M,SEN ,Malal Ndiaye,Senegal,35,167,100,0,0,0,0,Wrestling,Men's 120kg Freestyle
0.519230769,0.595505618,0.192307692,M,AUS ,Malcolm Page,Australia,40,185,71,0,0,0,0,Sailing,Men's 470
0.173076923,0.494382022,0.186813187,F,POL ,Malgorzata Wojtyra,Poland,22,176,70,0,0,0,0,Cycling - Track,Women's Omnium
0.25,0.629213483,0.21978022,M,SEN ,Malick Fall,Senegal,26,188,76,0,0,0,0,Swimming,Men's 100m Breaststroke
0.211538462,0.314606742,0.071428571,F,MAR ,Malika Akkaoui,Morocco,24,160,49,0,0,0,0,Athletics,Women's 800m
0.461538462,0.449438202,0.087912088,F,SWE ,Malin Baryard-Johnsson,Sweden,37,172,52,0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, TORNESCH"
0.576923077,0.359550562,0.203296703,F,SWE ,Malin Kallstrom,Sweden,43,164,73,0,0,0,0,Sailing,Women's Elliott 6m
0.346153846,0.415730337,0.142857143,F,SWE ,Malin Petersen,Sweden,31,169,62,0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, SOFARSOGOOD"
0.25,0.415730337,0.131868132,M,GEO ,Malkhaz Zarkua,Georgia,26,169,60,0,0,0,0,Wrestling,Men's 60kg Freestyle
0.25,0.674157303,0.258241758,M,GER ,Malte Mohr,Germany,26,192,83,0,0,0,0,Athletics,Men's Pole Vault
0.134615385,0.516853933,0.164835165,M,GUI ,Mamadou Barry,Guinea,20,178,66,0,0,0,0,Athletics,Men's 1500m
0.230769231,0.449438202,0.186813187,M,SEN ,Mamadou Kasse Hanne,Senegal,25,172,70,0,0,0,0,Athletics,Men's 400m Hurdles
0.211538462,0.370786517,0.368131868,F,yama,Mami Shimamoto,Japan,24,165,103,0,0,0,0,Weightlifting,Women's +75kg
0.134615385,0.505617978,0.17032967,M,CAN ,Man Lok Ho,"Hong Kong, China",20,177,67,0,0,0,0,Athletics,Men's 4 x 100m Relay
0.096153846,0.382022472,0.10989011,F,JPN ,Manami Doi,Japan,18,166,56,0,0,0,0,Sailing,Women's Laser Radial
0.326923077,0.359550562,0.120879121,F,GER ,Mandy Haase,Germany,30,164,58,0,0,0,0,Hockey,Women's Hockey
0.153846154,0.516853933,0.214285714,M,UKET,Maneepong Jongjit,Thailand,21,178,75,0,0,0,0,Badminton,Men's Doubles
0.230769231,0.449438202,0.203296703,M,RUS ,Mansur Isaev,Russian Federation,25,172,73,1,0,0,1,Judo,Men's -73kg
0.326923077,0.516853933,0.269230769,M,OGUZ,Mansur Rejepov,Turkmenistan,30,178,85,0,0,0,0,Weightlifting,Men's 85kg
0.230769231,0.595505618,0.236263736,M,USA ,Manteo Mitchell,United States of America,25,185,79,0,0,0,0,Athletics,Men's 4 x 400m Relay
0.365384615,0.629213483,0.373626374,M,GRE ,Manthos Voulgarakis,Greece,32,188,104,0,0,0,0,Water Polo,Men's Water Polo
0.269230769,0.370786517,0.164835165,M,GEO ,Manuchar Tskhadaia,Georgia,27,165,66,0,0,0,0,Wrestling,Men's 66kg Greco-Roman
0.192307692,0.505617978,0.181318681,M,ANG ,Manuel Antonio,Angola,23,177,69,0,0,0,0,Athletics,Men's 800m
0.307692308,0.528089888,0.186813187,M,POR ,Manuel Antonio Leal Cardoso,Portugal,29,179,70,0,0,0,0,Cycling - Road,Men's Road Race
0.346153846,0.561797753,0.302197802,M,ITA ,Manuel de Vecchi,Italy,31,182,91,0,0,0,0,Cycling - BMX,Men's BMX
0.326923077,0.483146067,0.181318681,M,GER ,Manuel Fumic,Germany,30,175,69,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
0.288461538,0.404494382,0.10989011,M,CUB ,Manuel Huerta,United States of America,28,168,56,0,0,0,0,Triathlon,Men's Triathlon
0.384615385,0.292134831,0.142857143,M,YAP,Manuel Minginfel,Federated States of Micronesia,33,158,62,0,0,0,0,Weightlifting,Men's 62kg
0.403846154,0.337078652,0.087912088,F,ITA ,Manuela Gentili,Italy,34,162,52,0,0,0,0,Athletics,Women's 4 x 400m Relay
0.173076923,0.213483146,0.10989011,M,VUKA,Manueli Tulo,Fiji,22,151,56,0,0,0,0,Weightlifting,Men's 56kg
0.173076923,0.483146067,0.186813187,M,COM ,Maoulida Daroueche,Comoros,22,175,70,0,0,0,0,Athletics,Men's 400m Hurdles
0.173076923,0.606741573,0.307692308,M,CHN ,Maoxing Huang,People's Republic of China,22,186,92,0,0,0,0,Canoe Sprint,Men's Canoe Double (C2  1000m
0.480769231,0.337078652,0.082417582,F,GBR ,Mara Yamauchi,Great Britain,38,162,51,0,0,0,0,Athletics,Women's Marathon
0.153846154,0.483146067,0.137362637,F,IRI ,Maral Feizbakhsh,Germany,21,175,61,0,0,0,0,Athletics,Women's 4 x 400m Relay
0.288461538,0.516853933,0.175824176,M,NAM ,Marc Bassingthwaighte,Namibia,28,178,68,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
0.307692308,0.595505618,0.285714286,M,TRI ,Marc Burns,Trinidad and Tobago,29,185,88,0,0,0,0,Athletics,"Men's 100m, Men's 4 x 100m Relay"
0.538461538,0.651685393,0.28021978,M,NED ,Marc Houtzager,Netherlands,41,190,87,0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, TAMINO"
0.269230769,0.606741573,0.324175824,M,ESP ,Marc Minguell Alferez,Spain,27,186,95,0,0,0,0,Water Polo,Men's Water Polo
0.307692308,0.640449438,0.225274725,M,RSA ,Marc Mundell,South Africa,29,189,77,0,0,0,0,Athletics,Men's 50km Race Walk
0.769230769,0.573033708,0.236263736,M,BEL ,Marc Rigouts,Belgium,53,183,79,0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, DUNKAS A"
0.307692308,0.595505618,0.225274725,M,NZL ,Marc Ryan,New Zealand,29,185,77,0,0,1,1,Cycling - Track,Men's Team Pursuit
0.25,0.595505618,0.247252747,M,NZL ,Marc Willers,New Zealand,26,185,81,0,0,0,0,Cycling - BMX,Men's BMX
0.519230769,0.539325843,0.296703297,M,SUI ,Marcel Buerge,Switzerland,40,180,90,0,0,0,0,Shooting,"Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions"
0.230769231,0.505617978,0.384615385,M,SVK ,Marcel Lomnicky,Slovakia,25,177,106,0,0,0,0,Athletics,Men's Hammer Throw
0.326923077,0.741573034,0.252747253,M,TROP,Marcel Sieberg,Germany,30,198,82,0,0,0,0,Cycling - Road,Men's Road Race
0.403846154,0.483146067,0.142857143,F,NED ,Marcelien Bos-de Koning,Netherlands,34,175,62,0,0,0,0,Sailing,Women's Elliott 6m
0.115384615,0.471910112,0.164835165,M,PAR ,Marcelo Aguirre,Paraguay,19,174,66,0,0,0,0,Table Tennis,Men's Singles
0.288461538,0.370786517,0.104395604,F,VEN ,Marcia Yuleisi Andrades Mendoza,Venezuela,28,165,55,0,0,0,0,Wrestling,Women's 55kg Freestyle
0.25,0.471910112,0.10989011,M,POL ,Marcin Chabowski,Poland,26,174,56,0,0,0,0,Athletics,Men's Marathon
0.134615385,0.685393258,0.269230769,M,POL ,Marcin Cieslak,Poland,20,193,85,0,0,0,0,Swimming,"Men's 200m Butterfly, Men's 200m Individual Medley"
0.326923077,0.584269663,0.379120879,M,UKOW,Marcin Dolega,Poland,30,184,105,0,0,0,0,Weightlifting,Men's 105kg
0.384615385,0.505617978,0.208791209,M,WICE,Marcin Grzybowski,Poland,33,177,74,0,0,0,0,Canoe Sprint,Men's Canoe Double (C2  1000m
0.230769231,0.528089888,0.153846154,M,POL ,Marcin Lewandowski,Poland,25,179,64,0,0,0,0,Athletics,Men's 800m
0.307692308,0.584269663,0.241758242,M,POL ,Marcin Marciniszyn,Poland,29,184,80,0,0,0,0,Athletics,"Men's 400m, Men's 4 x 400m Relay"
0.269230769,0.887640449,0.082417582,M,POL ,Marcin Mozdzonek,Poland,27,211,51,0,0,0,0,Volleyball,Men's Volleyball
0.288461538,0.561797753,0.236263736,M,POL ,Marcin Pochwala,Poland,28,182,79,0,0,0,0,Canoe Slalom,Men's Canoe Double (C2 
0.153846154,0.651685393,0.263736264,M,POL ,Marcin Tarczynski,Poland,21,190,84,0,0,0,0,Swimming,Men's 100m Backstroke
0.269230769,0.449438202,0.175824176,M,ITA ,Marco Aurelio Fontana,Italy,27,172,68,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
0.192307692,0.595505618,0.21978022,M,ITA ,Marco Belotti,Italy,23,185,76,0,0,0,0,Swimming,"Men's 200m Freestyle, Men's 4x200m Freestyle Relay"
0.346153846,0.629213483,0.197802198,M,ITA ,Marco de Luca,Italy,31,188,72,0,0,0,0,Athletics,Men's 50km Race Walk
0.423076923,0.539325843,0.269230769,M,ITA ,Marco de Nicolo,Italy,35,180,85,0,0,0,0,Shooting,"Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions"
0.269230769,0.640449438,0.230769231,M,GER ,Marco di Carli,Germany,27,189,78,0,0,0,0,Swimming,"Men's 100m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x100m Medley Relay"
0.307692308,0.640449438,0.543956044,M,POR ,Marco Fortes,Portugal,29,189,135,0,0,0,0,Athletics,Men's Shot Put
0.307692308,0.516853933,0.340659341,M,dova,Marco Galiazzo,Italy,29,178,98,1,0,0,1,Archery,"Men's Individual, Men's Team"
0.173076923,0.595505618,0.241758242,M,GER ,Marco Koch,Germany,22,185,80,0,0,0,0,Swimming,Men's 200m Breaststroke
0.192307692,0.606741573,0.214285714,M,GBR ,Marco Loughran,Great Britain,23,186,75,0,0,0,0,Swimming,Men's 200m Backstroke
0.153846154,0.606741573,0.258241758,M,ITA ,Marco Orsi,Italy,21,186,83,0,0,0,0,Swimming,"Men's 50m Freestyle, Men's 4x100m Freestyle Relay"
0.173076923,0.561797753,0.214285714,M,POR ,Marcos Chuva,Portugal,22,182,75,0,0,0,0,Athletics,Men's Long Jump
0.211538462,0.550561798,0.214285714,M,POR ,Marcos Freitas,Portugal,24,181,75,0,0,0,0,Table Tennis,"Men's Singles, Men's Team"
0.134615385,0.561797753,0.131868132,M,VEN ,Marcos Lavado Mora,Venezuela,20,182,60,0,0,0,0,Swimming,"Men's 200m Butterfly, Men's 4x100m Freestyle Relay"
0.25,0.887640449,0.434065934,M,GER ,Marcus Bohme,Germany,26,211,115,0,0,0,0,Volleyball,Men's Volleyball
0.480769231,0.426966292,0.148351648,M,GER ,Marcus Ehning,Germany,38,170,63,0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, PLOT BLUE"
0.153846154,0.640449438,0.296703297,M,SWE ,Marcus Nyman,Sweden,21,189,90,0,0,0,0,Judo,Men's -90kg
0.326923077,0.674157303,0.313186813,M,Karl,Marcus Popp,Germany,30,192,93,0,0,0,0,Volleyball,Men's Volleyball
0.173076923,0.483146067,0.17032967,M,SWE ,Marcus Svensson,Sweden,22,175,67,0,0,0,0,Shooting,Men's Skeet
0.173076923,0.213483146,0.010989011,F,ETH ,Mare Dibaba,Ethiopia,22,151,38,0,0,0,0,Athletics,Women's Marathon
0.442307692,0.595505618,0.214285714,M,POL ,Marek Jaskolka,Poland,36,185,75,0,0,0,0,Triathlon,Men's Triathlon
0.173076923,0.494382022,0.142857143,M,POL ,Marek Konwa,Poland,22,176,62,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
0.211538462,0.561797753,0.252747253,M,EST ,Marek Niit,Estonia,24,182,82,0,0,0,0,Athletics,"Men's 100m, Men's 200m"
0.230769231,0.651685393,0.269230769,M,LAT ,Mareks Arents,Latvia,25,190,85,0,0,0,0,Athletics,Men's Pole Vault
0.230769231,0.505617978,0.203296703,F,SEN ,Mareme Faye,Senegal,25,177,73,0,0,0,0,Swimming,Women's 100m Freestyle
0.269230769,0.337078652,0.159340659,F,NGR ,Margaret Adeoye,Great Britain,27,162,65,0,0,0,0,Athletics,Women's 200m
0.115384615,0.202247191,0.087912088,F,NGR ,Margaret Etim,Nigeria,19,150,52,0,0,0,0,Athletics,Women's 4 x 400m Relay
0.326923077,0.337078652,0.126373626,F,GHA ,Margaret Simpson,Ghana,30,162,59,0,0,0,0,Athletics,Women's Heptathlon
0.25,0.382022472,0.076923077,F,KAZ ,Margarita Matsko Mukasheva,Kazakhstan,26,166,50,0,0,0,0,Athletics,Women's 800m
0.173076923,0.404494382,0.10989011,F,N ( ,Margarita Nesterova,Russian Federation,22,168,56,0,0,0,0,Swimming,Women's 4x100m Freestyle Relay
0.134615385,0.483146067,0.175824176,F,UKR ,Margaryta Pesotska,Ukraine,20,175,68,0,0,0,0,Table Tennis,Women's Singles
0.153846154,0.573033708,0.192307692,F,USA ,Margaux Farrell,France,21,183,71,0,0,1,1,Swimming,Women's 4x200m Freestyle Relay
0.134615385,0.516853933,0.137362637,F,USA ,Margaux Isaksen,United States of America,20,178,61,0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
0.173076923,0.438202247,0.148351648,F,NED ,Margot van Geffen,Netherlands,22,171,63,0,0,0,0,Hockey,Women's Hockey
0.211538462,0.539325843,0.214285714,F,UKR ,Marharyta Dorozhon,Ukraine,24,180,75,0,0,0,0,Athletics,Women's Javelin Throw
0.153846154,0.528089888,0.186813187,F,UKR ,Marharyta Tverdohlib,Ukraine,21,179,70,0,0,0,0,Athletics,Women's Long Jump
0.25,0.460674157,0.230769231,F,NED ,Marhinde Verkerk,Netherlands,26,173,78,0,0,0,0,Judo,Women's -78kg
0.25,0.516853933,0.269230769,F,RUS ,Maria Abakumova,Russian Federation,26,178,85,0,0,0,0,Athletics,Women's Javelin Throw
0.211538462,0.426966292,0.17032967,F,COL ,Maria Alejandra Idrobo,Colombia,24,170,67,0,0,0,0,Athletics,Women's 4 x 100m Relay
0.365384615,0.292134831,0.115384615,F,ERDE,Maria Alexandra Escobar Guerrero,Ecuador,32,158,57,0,0,0,0,Weightlifting,Women's 58kg
0.403846154,0.438202247,0.148351648,F,GBR ,Maria Bertelli,Great Britain,34,171,63,0,0,0,0,Volleyball,Women's Volleyball
0.25,0.651685393,0.241758242,F,RUS ,Maria Borisenko,Russian Federation,26,190,80,0,0,0,0,Volleyball,Women's Volleyball
0.134615385,0.348314607,0.104395604,F,ITA ,Maria Clara Giai Pron,Italy,20,163,55,0,0,0,0,Canoe Slalom,Women's Kayak (K1 
0.192307692,0.382022472,0.131868132,F,SVK ,Maria Czakova,Slovakia,23,166,60,0,0,0,0,Athletics,Women's 20km Race Walk
0.423076923,0.393258427,0.098901099,F,POL ,Maria Czesnik,Poland,35,167,54,0,0,0,0,Triathlon,Women's Triathlon
0.5,0.325842697,0.065934066,F,ESP ,Maria Elena Espeso,Spain,39,161,48,0,0,0,0,Athletics,Women's Marathon
0.25,0.359550562,0.104395604,F,ITA ,Maria Enrica Spacca,Italy,26,164,55,0,0,0,0,Athletics,Women's 4 x 400m Relay
