AgeNormalized,HeightNormalized,WeightNormalized,Sex,Place of birth,Name,Country,Age,Height,Weight,Gold,Silver,Bronze,Total,Sport,Event
0.307692308,0.404494382,0.153846154,F,BRA , Elaine,Brazil,29,168,64,0,0,0,0,Football,Women's Football
0.384615385,0.685393258,0.489010989,M,USA ,A G Kruger,United States of America,33,193,125,0,0,0,0,Athletics,Men's Hammer Throw
0.134615385,0.741573034,0.236263736,M,CAN ,Aaron Brown,Canada,20,198,79,0,0,0,0,Athletics,Men's 200m
0.230769231,0.539325843,0.197802198,M,ESP ,Aaron Sarmiento,Spain,25,180,72,0,0,0,0,Sailing,Men's 470
0.134615385,0.685393258,0.351648352,M,AUS ,Aaron Younger,Australia,20,193,100,0,0,0,0,Water Polo,Men's Water Polo
0.192307692,0.573033708,0.192307692,F,ESP ,Aauri Lorena Bokesa,Spain,23,183,71,0,0,0,0,Athletics,Women's 400m
0.230769231,0.460674157,0.115384615,M,MAR ,Abdalaati Iguider,Morocco,25,173,57,0,0,0,0,Athletics,"Men's 1500m, Men's 5000m"
0.134615385,0.483146067,0.142857143,M,MAR ,Abdelaziz Merzougui,Spain,20,175,62,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.326923077,0.460674157,0.126373626,M,MAR ,Abdellatif Meftah,France,30,173,59,0,0,0,0,Athletics,Men's Marathon
0.173076923,0.651685393,0.461538462,M,EGY ,Abdelrahman Eltrabily,Egypt,22,190,120,0,0,0,0,Wrestling,Men's 120kg Greco-Roman
0.403846154,0.426966292,0.120879121,M,MAR ,Abderrahime Bouramdane,Morocco,34,170,58,0,0,0,0,Athletics,Men's Marathon
0.423076923,0.539325843,0.137362637,M,SOM ,Abdihakem Abdirahman,United States of America,35,180,61,0,0,0,0,Athletics,Men's Marathon
0.192307692,0.449438202,0.164835165,M,EGY ,Abdou Omar Abdou Ahmed,Egypt,23,172,66,0,0,0,0,Wrestling,Men's 66kg Freestyle
0.134615385,0.471910112,0.197802198,M,CHA ,Abdouraim Haroun,Chad,20,174,72,0,0,0,0,Athletics,Men's 100m
0.326923077,0.674157303,0.489010989,M,NGR ,Abdul Buhari,Great Britain,30,192,125,0,0,0,0,Athletics,Men's Discus Throw
0.288461538,0.471910112,0.208791209,M,RUS ,Abdulkhakim Shapiyev,Kazakhstan,28,174,74,0,0,0,0,Wrestling,Men's 74kg Freestyle
0.673076923,0.539325843,0.324175824,M,KUW ,Abdullah Alrashidi,Kuwait,48,180,95,0,0,0,0,Shooting,Men's Skeet
0.192307692,0.516853933,0.263736264,M,RUS ,Abdusalam Gadisov,Russian Federation,23,178,84,0,0,0,0,Wrestling,Men's 96kg Freestyle
0.173076923,0.426966292,0.087912088,F,ETH ,Abeba Aregawi,Ethiopia,22,170,52,0,0,0,0,Athletics,Women's 1500m
0.192307692,0.617977528,0.203296703,M,KEN ,Abel Kiprop Mutai,Kenya,23,187,73,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.153846154,0.449438202,0.186813187,F,GBR ,Abigail Edmonds,Great Britain,21,172,70,0,0,0,0,Canoe Sprint,"Women's Kayak Single (K1  500m, Women's Kayak Double (K2  500m"
0.173076923,0.370786517,0.137362637,F,USA ,Abigail Johnston,United States of America,22,165,61,0,1,0,1,Diving,Women's Synchronised 3m Springboard
0.326923077,0.483146067,0.197802198,F,GBR ,Abigail Walker,Great Britain,30,175,72,0,0,0,0,Hockey,Women's Hockey
0.153846154,0.573033708,0.230769231,F,HUN ,Abigel Joo,Hungary,21,183,78,0,0,0,0,Judo,Women's -78kg
0.096153846,0.235955056,0.104395604,M,EGY ,Abouhalima Abouhalima,Egypt,18,153,55,0,0,0,0,Wrestling,Men's 55kg Greco-Roman
0.192307692,0.370786517,0.087912088,M,UGA ,Abraham Kiplimo,Uganda,23,165,52,0,0,0,0,Athletics,Men's 5000m
0.25,0.505617978,0.142857143,M,FRA ,Abraham Kiprotich,France,26,177,62,0,0,0,0,Athletics,Men's Marathon
0.096153846,0.404494382,0.120879121,M,ERI ,Abrar Osman Adem,Eritrea,18,168,58,0,0,0,0,Athletics,Men's 5000m
0.192307692,0.494382022,0.148351648,M,SUD ,Abubaker Kaki,Sudan,23,176,63,0,0,0,0,Athletics,Men's 800m
0.192307692,0.719101124,0.324175824,M,GBR ,Adam Brown,Great Britain,23,196,95,0,0,0,0,Swimming,"Men's 50m Freestyle, Men's 100m Freestyle"
0.269230769,0.606741573,0.252747253,M,HOWA,Adam Cwalina,Poland,27,186,82,0,0,0,0,Badminton,Men's Doubles
0.173076923,0.516853933,0.175824176,M,POL ,Adam Kszczot,Poland,22,178,68,0,0,0,0,Athletics,Men's 800m
0.288461538,0.550561798,0.214285714,M,HUN ,Adam Marosi,Hungary,28,181,75,0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
0.192307692,0.685393258,0.461538462,M,GEO ,Adam Okruashvili,Georgia,23,193,120,0,0,0,0,Judo,Men's +100kg
0.384615385,0.483146067,0.192307692,M,OROS,Adam Pattantyus,Hungary,33,175,71,0,0,0,0,Table Tennis,Men's Singles
0.230769231,0.460674157,0.131868132,M,AUS ,Adam Rutter,Australia,25,173,60,0,0,0,0,Athletics,Men's 20km Race Walk
0.269230769,0.640449438,0.346153846,M,GBR ,Adam Scholefield,Great Britain,27,189,99,0,0,0,0,Water Polo,Men's Water Polo
0.538461538,0.516853933,0.302197802,M,AUS ,Adam Vella,Australia,41,178,91,0,0,0,0,Shooting,Men's Trap
0.173076923,0.797752809,0.296703297,M,AUS ,Adam White,Australia,22,203,90,0,0,0,0,Volleyball,Men's Volleyball
0.230769231,0.505617978,0.197802198,M,CIV ,Adama Ouedraogo,Burkina Faso,25,177,72,0,0,0,0,Swimming,Men's 50m Freestyle
0.192307692,0.539325843,0.203296703,M,TRI ,Ade Alleyne-Forte,Trinidad and Tobago,23,180,73,0,0,0,0,Athletics,Men's 4 x 400m Relay
0.230769231,0.438202247,0.115384615,F,CZE ,Adela Sykorova,Czech Republic,25,171,57,0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
0.288461538,0.359550562,0.087912088,F,ISEE,Adelheid Morath,Germany,28,164,52,0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
0.384615385,0.426966292,0.10989011,F,NED ,Adelinde Cornelissen,Netherlands,33,170,56,0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, PARZIVAL"
0.365384615,0.449438202,0.10989011,M,MAR ,Adil Annani,Morocco,32,172,56,0,0,0,0,Athletics,Men's Marathon
0.326923077,0.460674157,0.142857143,M,MAR ,Adil Jelloul,Morocco,30,173,62,0,0,0,0,Cycling - Road,Men's Road Race
0.365384615,0.370786517,0.230769231,M,IRQ ,Adnan Taess Akkar,Iraq,32,165,78,0,0,0,0,Athletics,Men's 800m
0.269230769,0.539325843,0.126373626,F,ALB ,Adonia Steryiou,Greece,27,180,59,0,0,0,0,Athletics,Women's High Jump
0.173076923,0.584269663,0.324175824,M,GRE ,Adonis Tsotras,Greece,22,184,95,0,0,0,0,Sailing,Men's Star
0.365384615,0.595505618,0.274725275,M,rita,Adrian Crisan,Romania,32,185,86,0,0,0,0,Table Tennis,Men's Singles
0.480769231,0.426966292,0.186813187,F,BRA ,Adriana Kostiw,Brazil,38,170,70,0,0,0,0,Sailing,Women's Laser Radial
0.230769231,0.426966292,0.120879121,F,arta,Adrianti Firdasari,Indonesia,25,170,58,0,0,0,0,Badminton,Women's Singles
0.173076923,0.696629213,0.516483516,M,ALB ,Adriatik Hoxha,Albania,22,194,130,0,0,0,0,Athletics,Men's Shot Put
0.269230769,0.595505618,0.225274725,M,BEL ,Adrien Deghelt,Belgium,27,185,77,0,0,0,0,Athletics,Men's 110m Hurdles
0.211538462,0.629213483,0.214285714,M,ONNE,Adrien Mattenet,France,24,188,75,0,0,0,0,Table Tennis,Men's Singles
0.230769231,0.370786517,0.175824176,M,BIRO,Adrien Niyonshuti,Rwanda,25,165,68,0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
0.153846154,0.460674157,0.120879121,F,HUN ,Adrienn Toth,Hungary,21,173,58,0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
0.269230769,0.539325843,0.214285714,F,USA ,Adrienne Lyle,United States of America,27,180,75,0,0,0,0,Equestrian,"Individual Dressage, WIZARD"
0.230769231,0.382022472,0.379120879,F,CPV ,Adysangela Moniz,Cape Verde,25,166,105,0,0,0,0,Judo,Women's +78kg
0,0.292134831,0.093406593,F,TOG ,Adzo Kpossi,Togo,13,158,53,0,0,0,0,Swimming,Women's 50m Freestyle
0.096153846,0.280898876,0.049450549,F,K,Afa Ismail,Maldives,18,157,45,0,0,0,0,Athletics,Women's 100m
1,0.516853933,0.291208791,M,LAT ,Afanasijs Kuzmins,Latvia,65,178,89,0,0,0,0,Shooting,Men's 25m Rapid Fire Pistol
0.096153846,0.460674157,0.131868132,F,TUN ,Afef Ben Ismail,Tunisia,18,173,60,0,0,0,0,Canoe Sprint,"Women's Kayak Single (K1  200m, Women's Kayak Single (K1  500m"
0.288461538,0.393258427,0.181318681,M,Baku,Afgan Bayramov,Azerbaijan,28,167,69,0,0,0,0,Weightlifting,Men's 69kg
0.576923077,0.471910112,0.302197802,M,MOZ ,Afonso Domingos,Portugal,43,174,91,0,0,0,0,Sailing,Men's Star
0.211538462,0.483146067,0.115384615,F,POL ,Agata Bednarek,Poland,24,175,57,0,0,0,0,Athletics,Women's 4 x 400m Relay
0.211538462,0.426966292,0.148351648,F,HUN ,Agnes Mutina,Hungary,24,170,63,0,0,0,0,Swimming,"Women's 200m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay"
0.326923077,0.337078652,0.115384615,F,Roma,Agnese Allegrini,Italy,30,162,57,0,0,0,0,Badminton,Women's Singles
0.192307692,0.528089888,0.186813187,F,LAT ,Agnese Pastare,Latvia,23,179,70,0,0,0,0,Athletics,Women's 20km Race Walk
0.269230769,0.314606742,0.065934066,F,POL ,Agnieszka Dygacz,Poland,27,160,48,0,0,0,0,Athletics,Women's 20km Race Walk
0.211538462,0.426966292,0.120879121,F,POL ,Agnieszka Jerzyk,Poland,24,170,58,0,0,0,0,Triathlon,Women's Triathlon
0.346153846,0.415730337,0.137362637,F,POL ,Agnieszka Nagay,Poland,31,169,61,0,0,0,0,Shooting,Women's 50m Rifle 3 Positions
0.192307692,0.382022472,0.10989011,F,POL ,Agnieszka Skrzypulec,Poland,23,166,56,0,0,0,0,Sailing,Women's 470
0.326923077,0.539325843,0.379120879,M,HAMA,Ahed Jughli,Syrian Arab Republic,30,180,105,0,0,0,0,Weightlifting,Men's 105kg
0.173076923,0.629213483,0.241758242,M,LIB ,Ahmad Hazer,Lebanon,22,188,80,0,0,0,0,Athletics,Men's 110m Hurdles
0.115384615,0.404494382,0.197802198,M,SYR ,Ahmad Saber Hamcho,Syrian Arab Republic,19,168,72,0,0,0,0,Equestrian,"Individual Jumping, WONDERBOY"
0.269230769,0.426966292,0.186813187,M,OMA ,Ahmed Al Hatmi,Oman,27,170,70,0,0,0,0,Shooting,Men's Double Trap
0.230769231,0.370786517,0.164835165,M,EGY ,Ahmed Awad,Egypt,25,165,66,0,0,0,0,Judo,Men's -66kg
0.384615385,0.573033708,0.263736264,M,airo,Ahmed El-Nemr,Egypt,33,183,84,0,0,0,0,Archery,Men's Individual
0.153846154,0.539325843,0.203296703,M,EGY ,Ahmed Gebrel,Palestine,21,180,73,0,0,0,0,Swimming,Men's 400m Freestyle
0.096153846,0.528089888,0.186813187,M,QAT ,Ahmed Ghithe G Atari,Qatar,18,179,70,0,0,0,0,Swimming,Men's 400m Individual Medley
0.288461538,0.516853933,0.236263736,M,EGY ,Ahmed Habash,Egypt,28,178,79,0,0,0,0,Sailing,Men's RS-X
0.057692308,0.483146067,0.10989011,M,TH,Ahmed Husam,Maldives,16,175,56,0,0,0,0,Swimming,Men's 100m Freestyle
0.192307692,0.741573034,0.335164835,M,TUN ,Ahmed Kadhi,Tunisia,23,198,97,0,0,0,0,Volleyball,Men's Volleyball
0.173076923,0.651685393,0.296703297,M,TUN ,Ahmed Mathlouthi,Tunisia,22,190,90,0,0,0,0,Swimming,Men's 200m Freestyle
0.153846154,0.426966292,0.159340659,M,OMA ,Ahmed Mohamed Al-Merjabi,Oman,21,170,65,0,0,0,0,Athletics,Men's 400m
0.230769231,0.292134831,0.142857143,M,YOUM,Ahmed Saad,Egypt,25,158,62,0,0,0,0,Weightlifting,Men's 62kg
0.365384615,0.528089888,0.263736264,M,EGY ,Ahmed Saleh,Egypt,32,179,84,0,0,0,0,Table Tennis,Men's Team
0.192307692,0.449438202,0.164835165,M,poli,Ahmed Yousef Elkawiseh,Libya,23,172,66,0,0,0,0,Judo,Men's -66kg
0.173076923,0.449438202,0.197802198,M,EGY ,Ahmed Zaher,Egypt,22,172,72,0,0,0,0,Shooting,Men's Trap
0.211538462,0.516853933,0.17032967,M,TUR ,Ahmet Akdilek,Turkey,24,178,67,0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
0.25,0.314606742,0.104395604,M,TUR ,Ahmet Peker,Turkey,26,160,55,0,0,0,0,Wrestling,Men's 55kg Freestyle
0.173076923,0.337078652,0.120879121,F,KOR ,Ahreum Na,Republic of Korea,22,162,58,0,0,0,0,Cycling - Road,Women's Road Race
0.192307692,0.269662921,0.065934066,F,NDAI,Ai Fukuhara,Japan,23,156,48,0,0,0,0,Table Tennis,"Women's Singles, Women's Team"
0.346153846,0.314606742,0.120879121,F,JPN ,Ai Kondo,Japan,31,160,58,0,0,0,0,Sailing,Women's 470
0.269230769,0.292134831,0.093406593,F,JPN ,Ai Murakami,Japan,27,158,53,0,0,0,0,Hockey,Women's Hockey
0.326923077,0.584269663,0.175824176,F,JPN ,Ai Otomo,Japan,30,184,68,0,0,0,0,Volleyball,Women's Volleyball
0.057692308,0.258426966,0.093406593,F,TPE ,Ai Wen Yu,Taipei (Chinese Taipei ,16,155,53,0,0,0,0,Shooting,Women's 10m Air Pistol
0.096153846,0.325842697,0.115384615,F,gypt,Aia Mohamed,Qatar,18,161,57,0,0,0,0,Table Tennis,Women's Singles
0.096153846,0.314606742,0.054945055,F,MTN ,Aicha Fall,Mauritania,18,160,46,0,0,0,0,Athletics,Women's 800m
0.269230769,0.617977528,0.208791209,M,CHN ,Aichen Wang,People's Republic of China,27,187,74,0,0,0,0,Sailing,Men's RS-X
0.211538462,0.404494382,0.137362637,F,co D,Aida Roman,Mexico,24,168,61,0,1,0,1,Archery,"Women's Individual, Women's Team"
0.153846154,0.842696629,0.340659341,M,AUS ,Aidan Zingel,Australia,21,207,98,0,0,0,0,Volleyball,Men's Volleyball
0.211538462,0.516853933,0.104395604,F,LAT ,Aiga Grabuste,Latvia,24,178,55,0,0,0,0,Athletics,Women's Heptathlon
0.326923077,0.449438202,0.098901099,F,IRL ,Aileen Morrison,Ireland,30,172,54,0,0,0,0,Triathlon,Women's Triathlon
0.115384615,0.449438202,0.10989011,F,GBR ,Aimee Willmott,Great Britain,19,172,56,0,0,0,0,Swimming,Women's 400m Individual Medley
0.096153846,0.393258427,0.104395604,F,MAD ,Aina Fils Rabetsara,Madagascar,18,167,55,0,0,0,0,Swimming,Women's 100m Freestyle
0.326923077,0.662921348,0.351648352,M,LAT ,Ainars Kovals,Latvia,30,191,100,0,0,0,0,Athletics,Men's Javelin Throw
0.403846154,0.314606742,0.054945055,F,ESP ,Ainhoa Murua,Spain,34,160,46,0,0,0,0,Triathlon,Women's Triathlon
0.134615385,0.606741573,0.142857143,F,LTU ,Airine Palsyte,Lithuania,20,186,62,0,0,0,0,Athletics,Women's High Jump
0.076923077,0.415730337,0.148351648,F,BEL ,Aisling D'hooghe,Belgium,17,169,63,0,0,0,0,Hockey,Women's Hockey
0.153846154,0.359550562,0.115384615,F,GUI ,Aissata Toure,Guinea,21,164,57,0,0,0,0,Athletics,Women's 100m
0.115384615,0.426966292,0.148351648,F,KGZ ,Aisuluu Tynybekova,Kyrgyzstan,19,170,63,0,0,0,0,Wrestling,Women's 63kg Freestyle
0.230769231,0.460674157,0.164835165,M,AFG ,Ajmal Faizzada,Afghanistan,25,173,66,0,0,0,0,Judo,Men's -66kg
0.153846154,0.483146067,0.153846154,M,BRU ,Ak Hafiy Tajuddin Rositi,Brunei Darussalam,21,175,64,0,0,0,0,Athletics,Men's 400m
0.211538462,0.224719101,0.076923077,F,JPN ,Akane Shibata,Japan,24,152,50,0,0,0,0,Hockey,Women's Hockey
0.153846154,0.438202247,0.21978022,F,JPN ,Akari Ogata,Japan,21,171,76,0,0,0,0,Judo,Women's -78kg
0.134615385,0.404494382,0.626373626,M,JAM ,Akeem Haynes,Canada,20,168,150,0,0,0,0,Athletics,Men's 4 x 100m Relay
0.538461538,0.325842697,0.120879121,F,JPN ,Akemi Kato,Japan,41,161,58,0,0,0,0,Hockey,Women's Hockey
0.173076923,0.382022472,0.104395604,F,JPN ,Aki Mitsuhashi,Japan,22,166,55,0,0,0,0,Hockey,Women's Hockey
0.153846154,0.539325843,0.203296703,M,JPN ,Akihiko Nakamura,Japan,21,180,73,0,0,0,0,Athletics,Men's 400m Hurdles
0.230769231,0.696629213,0.296703297,M,HUN ,Akos Molnar,Hungary,25,194,90,0,0,0,0,Swimming,Men's 200m Breaststroke
0.096153846,0.393258427,0.098901099,F,BLR ,Aksana Dziamidava,Belarus,18,167,54,0,0,0,0,Swimming,Women's 4x100m Freestyle Relay
0.326923077,0.584269663,0.247252747,F,BLR ,Aksana Miankova,Belarus,30,184,81,0,0,0,0,Athletics,Women's Hammer Throw
0.192307692,0.337078652,0.120879121,F,BLR ,Aksana Papko,Belarus,23,162,58,0,0,0,0,Cycling - Track,Women's Team Pursuit
0.25,0.382022472,0.10989011,F,RAGE,Akvile Stapusaityte,Lithuania,26,166,56,0,0,0,0,Badminton,Women's Singles
0.230769231,0.426966292,0.164835165,M,KAZ ,Akzhurek Tanatarov,Kazakhstan,25,170,66,0,0,0,0,Wrestling,Men's 66kg Freestyle
0.307692308,0.719101124,0.296703297,M,FRA ,Alain Bernard,France,29,196,90,1,0,0,1,Swimming,Men's 4x100m Freestyle Relay
0.288461538,0.494382022,0.247252747,M,FRA ,Alain Schmitt,France,28,176,81,0,0,0,0,Judo,Men's -81kg
0.173076923,0.426966292,0.164835165,M,RUS ,Alan Gogaev,Russian Federation,22,170,66,0,0,0,0,Wrestling,Men's 66kg Freestyle
0.192307692,0.516853933,0.263736264,M,RUS ,Alan Khugaev,Russian Federation,23,178,84,0,0,0,0,Wrestling,Men's 84kg Greco-Roman
0.346153846,0.528089888,0.263736264,M,RLEE,Alan Wills,Great Britain,31,179,84,0,0,0,0,Archery,"Men's Individual, Men's Team"
0.288461538,0.438202247,0.126373626,F,AUS ,Alana Boyd,Australia,28,171,59,0,0,0,0,Athletics,Women's Pole Vault
0.211538462,0.438202247,0.17032967,F,AUS ,Alana Millington,New Zealand,24,171,67,0,0,0,0,Hockey,Women's Hockey
0.25,0.449438202,0.164835165,F,AUS ,Alana Nicholls,Australia,26,172,66,0,0,0,0,Canoe Sprint,Women's Kayak Single (K1  500m
0.211538462,0.741573034,0.269230769,M,VEN ,Albert Bravo,Venezuela,24,198,85,0,0,0,0,Athletics,"Men's 400m, Men's 4 x 400m Relay"
0.25,0.640449438,0.274725275,M,ESP ,Albert Espanol Lifante,Spain,26,189,86,0,0,0,0,Water Polo,Men's Water Polo
0.230769231,0.528089888,0.148351648,M,HUN ,Albert Minczer,Hungary,25,179,63,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.230769231,0.685393258,0.285714286,M,VEN ,Albert Subirats Altes,Venezuela,25,193,88,0,0,0,0,Swimming,Men's 100m Butterfly
0.269230769,0.696629213,0.241758242,M,VEN ,Alberto Aguilar,Venezuela,27,194,80,0,0,0,0,Athletics,Men's 4 x 400m Relay
0.307692308,0.539325843,0.384615385,M,ESP ,Alberto Fernandez,Spain,29,180,106,0,0,0,0,Shooting,Men's Trap
0.384615385,0.460674157,0.186813187,M,co D,Alberto Michan Halbinger,Mexico,33,173,70,0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, ROSALIA"
0.25,0.471910112,0.126373626,M,POR ,Alberto Paulo,Portugal,26,174,59,0,0,0,0,Athletics,Men's 3000m Steeplechase
0.423076923,0.393258427,0.076923077,F,RUS ,Albina Mayorova,Russian Federation,35,167,50,0,0,0,0,Athletics,Women's Marathon
0.096153846,0.528089888,0.203296703,M,CAN ,Alec Page,Canada,18,179,73,0,0,0,0,Swimming,"Men's 400m Individual Medley, Men's 4x200m Freestyle Relay"
0.173076923,0.606741573,0.296703297,M,BLR ,Aleh Yurenia,Belarus,22,186,90,0,0,0,0,Canoe Sprint,Men's Kayak Single (K1  1000m
0.038461538,0.269662921,0.06043956,F,MEX ,Alejandra Orozco Loza,Mexico,15,156,47,0,1,0,1,Diving,Women's Synchronised 10m Platform
0.076923077,0.494382022,0.208791209,F,illo,Alejandra Valencia,Mexico,17,176,74,0,0,0,0,Archery,"Women's Individual, Women's Team"
0.288461538,0.348314607,0.252747253,F,MEX ,Alejandra Zavala,Mexico,28,163,82,0,0,0,0,Shooting,Women's 10m Air Pistol
0.288461538,0.640449438,0.263736264,M,URU ,Alejandro Foglia Costa,Uruguay,28,189,84,0,0,0,0,Sailing,Men's Laser
0.269230769,0.584269663,0.225274725,M,VEN ,Alejandro Gomez Perez,Venezuela,27,184,77,0,0,0,0,Swimming,Men's 1500m Freestyle
0.519230769,0.573033708,0.203296703,M,ARG ,Alejandro Madorno,Argentina,40,183,73,0,0,0,0,Equestrian,"Individual Jumping, MILANO DE FLORE"
0.365384615,0.494382022,0.142857143,M,ESP ,Alejandro Valverde Belmonte,Spain,32,176,62,0,0,0,0,Cycling - Road,Men's Road Race
0.211538462,0.348314607,0.164835165,M,CHI ,Alejandro Zuniga,Chile,24,163,66,0,0,0,0,Judo,Men's -66kg
0.134615385,0.662921348,0.340659341,M,SRB ,Aleksa Saponjic,Serbia,20,191,98,0,0,0,0,Water Polo,Men's Water Polo
0.134615385,0.764044944,0.263736264,M,SRB ,Aleksandar Atanasijevic,Serbia,20,200,84,0,0,0,0,Volleyball,Men's Volleyball
0.442307692,0.539325843,0.263736264,M,SRB ,Aleksandar Karakasevic,Serbia,36,180,84,0,0,0,0,Table Tennis,Men's Singles
0.211538462,0.539325843,0.164835165,M,SRB ,Aleksandar Maksimovic,Serbia,24,180,66,0,0,0,0,Wrestling,Men's 66kg Greco-Roman
0.211538462,0.314606742,0.104395604,M,BUL ,Aleksandar Stoyanov Kostadinov,Bulgaria,24,160,55,0,0,0,0,Wrestling,Men's 55kg Greco-Roman
0.211538462,0.561797753,0.214285714,M,GION,Aleksander Lesun,Russian Federation,24,182,75,0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
0.5,0.719101124,0.483516484,M,EST ,Aleksander Tammert,Estonia,39,196,124,0,0,0,0,Athletics,Men's Discus Throw
0.25,0.494382022,0.208791209,M,LTU ,Aleksandr Kazakevic,Lithuania,26,176,74,0,0,0,0,Wrestling,Men's 74kg Greco-Roman
0.346153846,0.595505618,0.21978022,M,ankt,Aleksandr Lipatov,Russian Federation,31,185,76,0,0,0,0,Canoe Slalom,Men's Canoe Single (C1 
0.153846154,0.516853933,0.208791209,M,RUS ,Aleksandr Menkov,Russian Federation,21,178,74,0,0,0,0,Athletics,Men's Long Jump
0.576923077,0.483146067,0.21978022,M,RUS ,Aleksandr Onishchenko,Ukraine,43,175,76,0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, COMTE D'ARSOUILLES"
0.230769231,0.617977528,0.236263736,M,RUS ,Aleksandr Petrov,Russian Federation,25,187,79,0,0,0,0,Athletics,Men's Long Jump
0.288461538,0.752808989,0.269230769,M,a ( ,Aleksandr Shustov,Russian Federation,28,199,85,0,0,0,0,Athletics,Men's High Jump
0.192307692,0.382022472,0.153846154,F,ITA ,Aleksandra Cotti,Italy,23,166,64,0,0,0,0,Water Polo,Women's Water Polo
0.230769231,0.393258427,0.115384615,F,POL ,Aleksandra Dawidowicz,Poland,25,167,57,0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
0.192307692,0.483146067,0.131868132,F,RUS ,Aleksandra Fedoriva,Russian Federation,23,175,60,0,0,0,0,Athletics,"Women's 200m, Women's 4 x 100m Relay"
0.307692308,0.269662921,0.093406593,F,ubin,Aleksandra J Klejnowska-Krzywanska,Poland,29,156,53,0,0,0,0,Weightlifting,Women's 53kg
0.192307692,0.483146067,0.131868132,F,UZB ,Aleksandra Kotlyarova,Uzbekistan,23,175,60,0,0,0,0,Athletics,Women's Triple Jump
0.211538462,0.516853933,0.186813187,F,insk,Aleksandra Privalova,Belarus,24,178,70,0,0,0,0,Table Tennis,Women's Singles
0.230769231,0.550561798,0.159340659,F,POL ,Aleksandra Putra,Poland,25,181,65,0,0,0,0,Swimming,Women's 4x200m Freestyle Relay
0.25,0.595505618,0.274725275,M,LAT ,Aleksejs Rumjancevs,Latvia,26,185,86,0,0,0,0,Canoe Sprint,Men's Kayak Double (K2  200m
0.326923077,0.584269663,0.214285714,M,LAT ,Aleksejs Saramotins,Latvia,30,184,75,0,0,0,0,Cycling - Road,Men's Road Race
0.192307692,0.606741573,0.241758242,M,RUS ,Aleksey Dremin,Russian Federation,23,186,80,0,0,0,0,Athletics,Men's 110m Hurdles
0.403846154,0.730337079,0.543956044,M,RUS ,Aleksey Zagornyi,Russian Federation,34,197,135,0,0,0,0,Athletics,Men's Hammer Throw
0.192307692,0.415730337,0.093406593,F,BLR ,Alena Amialiusik,Belarus,23,169,53,0,0,0,0,Cycling - Road,Women's Road Race
0.192307692,0.337078652,0.142857143,F,BLR ,Alena Dylko,Belarus,23,162,62,0,0,0,0,Cycling - Track,Women's Team Pursuit
0.211538462,0.370786517,0.131868132,F,BLR ,Alena Kiyevich,Belarus,24,165,60,0,0,0,0,Athletics,Women's 4 x 400m Relay
0.326923077,0.505617978,0.241758242,F,BLR ,Alena Matoshka,Belarus,30,177,80,0,0,0,0,Athletics,Women's Hammer Throw
0.576923077,0.370786517,0.120879121,F,VILL,Alena Tseliapushkina,Belarus,43,165,58,0,0,0,0,Equestrian,"Individual Eventing, PASSAT"
0.307692308,0.573033708,0.203296703,M,SAM ,Aleni Smith,Samoa,29,183,73,0,0,0,0,Judo,Men's -73kg
0.25,0.337078652,0.131868132,F,rest,Alesia Zaitsava,Belarus,26,162,60,0,0,0,0,Badminton,Women's Singles
0.403846154,0.370786517,0.076923077,F,ESP ,Alessandra Aguilar,Spain,34,165,50,0,0,0,0,Athletics,Women's Marathon
0.211538462,0.426966292,0.214285714,F,ITA ,Alessandra Perilli,San Marino,24,170,75,0,0,0,0,Shooting,Women's Trap
0.557692308,0.393258427,0.120879121,F,ITA ,Alessandra Sensini,Italy,42,167,58,0,0,0,0,Sailing,Women's RS-X
0.211538462,0.606741573,0.214285714,M,ITA ,Alessandro Fabian,Italy,24,186,75,0,0,0,0,Triathlon,Men's Triathlon
0.384615385,0.808988764,0.296703297,M,ITA ,Alessandro Fei,Italy,33,204,90,0,0,0,0,Volleyball,Men's Volleyball
0.230769231,0.606741573,0.148351648,F,ITA ,Alessia Filippi,Italy,25,186,63,0,0,0,0,Swimming,Women's 200m Backstroke
0.096153846,0.528089888,0.159340659,F,AUS ,Alethea Nevada Sedgman,Australia,18,179,65,0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
0.173076923,0.561797753,0.214285714,F,onto,Alex Bruce,Canada,22,182,75,0,0,0,0,Badminton,Women's Doubles
0.269230769,0.438202247,0.10989011,F,GBR ,Alex Danson,Great Britain,27,171,56,0,0,0,0,Hockey,Women's Hockey
